CustomerId,geography,Age,age_band,age_band_sort,Tenure,tenure_band,tenure_band_sort,NumOfProducts,product_segment,product_segment_sort,CreditScore,Balance,EstimatedSalary,Gender,HasCrCard,IsActiveMember,member_status,credit_card_status,is_churned,churn_label
15684469,Germany,32,30-45,2,2,Established (1-5 yr),2,1,1 Product,1,841,117070.21,113482.2,Male,1,0,Inactive,Has Credit Card,0,Retained
15684484,France,22,Under 30,1,8,Loyal (5+ yr),3,2,2 Products,2,543,0.0,127587.22,Male,0,0,Inactive,No Credit Card,0,Retained
15684512,Germany,72,60+,4,8,Loyal (5+ yr),3,2,2 Products,2,818,135290.42,63729.72,Female,1,1,Active,Has Credit Card,0,Retained
15684516,Spain,34,30-45,2,1,Established (1-5 yr),2,1,1 Product,1,629,121151.05,119357.93,Male,0,0,Inactive,No Credit Card,0,Retained
15684548,Spain,38,30-45,2,8,Loyal (5+ yr),3,2,2 Products,2,556,0.0,417.41,Male,0,0,Inactive,No Credit Card,1,Churned
15684592,Spain,42,30-45,2,4,Established (1-5 yr),2,2,2 Products,2,557,0.0,86642.38,Male,0,1,Active,No Credit Card,0,Retained
15684645,Germany,41,30-45,2,9,Loyal (5+ yr),3,2,2 Products,2,704,62078.21,129050.67,Male,1,0,Inactive,Has Credit Card,0,Retained
15684669,France,41,30-45,2,9,Loyal (5+ yr),3,1,1 Product,1,567,137891.35,142009.46,Female,1,0,Inactive,Has Credit Card,1,Churned
15684696,Spain,26,Under 30,1,3,Established (1-5 yr),2,1,1 Product,1,560,116576.45,157567.37,Female,1,0,Inactive,Has Credit Card,0,Retained
15684722,France,34,30-45,2,5,Established (1-5 yr),2,2,2 Products,2,490,122952.9,154360.97,Male,0,0,Inactive,No Credit Card,0,Retained
15684769,France,67,60+,4,10,Loyal (5+ yr),3,1,1 Product,1,542,129431.36,21343.74,Male,0,1,Active,No Credit Card,0,Retained
15684801,France,47,45-60,3,1,Established (1-5 yr),2,3,3+ Products,3,689,93871.95,156878.42,Male,1,0,Inactive,Has Credit Card,1,Churned
15684861,France,32,30-45,2,8,Loyal (5+ yr),3,2,2 Products,2,726,0.0,185075.63,Female,0,0,Inactive,No Credit Card,0,Retained
15684865,France,66,60+,4,7,Loyal (5+ yr),3,1,1 Product,1,771,143773.07,130827.88,Female,1,1,Active,Has Credit Card,0,Retained
15684868,Germany,56,45-60,3,9,Loyal (5+ yr),3,1,1 Product,1,668,110993.79,134396.64,Male,1,0,Inactive,Has Credit Card,1,Churned
15684908,Germany,64,60+,4,1,Established (1-5 yr),2,1,1 Product,1,540,91869.69,95421.0,Male,0,1,Active,No Credit Card,0,Retained
15684921,Spain,25,Under 30,1,8,Loyal (5+ yr),3,1,1 Product,1,792,142862.21,130639.01,Male,1,1,Active,Has Credit Card,0,Retained
15684925,France,43,30-45,2,3,Established (1-5 yr),2,2,2 Products,2,850,0.0,2465.8,Female,0,0,Inactive,No Credit Card,0,Retained
15684934,France,31,30-45,2,9,Loyal (5+ yr),3,2,2 Products,2,726,0.0,106117.3,Male,1,1,Active,Has Credit Card,0,Retained
15684951,France,59,45-60,3,2,Established (1-5 yr),2,2,2 Products,2,542,68892.77,7905.06,Female,1,0,Inactive,Has Credit Card,1,Churned
15684958,Germany,38,30-45,2,2,Established (1-5 yr),2,2,2 Products,2,489,126444.08,82662.73,Male,1,1,Active,Has Credit Card,0,Retained
15684960,France,46,45-60,3,5,Established (1-5 yr),2,1,1 Product,1,559,0.0,21006.1,Female,1,0,Inactive,Has Credit Card,1,Churned
15684995,Spain,49,45-60,3,8,Loyal (5+ yr),3,1,1 Product,1,690,116622.73,51011.29,Male,0,1,Active,No Credit Card,0,Retained
15684999,France,26,Under 30,1,4,Established (1-5 yr),2,2,2 Products,2,850,62610.96,179365.1,Female,0,1,Active,No Credit Card,0,Retained
15685019,France,29,Under 30,1,3,Established (1-5 yr),2,1,1 Product,1,528,102787.42,55972.56,Male,1,0,Inactive,Has Credit Card,0,Retained
15685096,France,50,45-60,3,4,Established (1-5 yr),2,2,2 Products,2,753,0.0,861.4,Female,1,1,Active,Has Credit Card,0,Retained
15685109,France,39,30-45,2,7,Loyal (5+ yr),3,2,2 Products,2,689,0.0,14917.09,Male,0,0,Inactive,No Credit Card,0,Retained
15685150,Germany,28,Under 30,1,7,Loyal (5+ yr),3,2,2 Products,2,799,167658.33,111138.25,Male,1,1,Active,Has Credit Card,0,Retained
15685226,Germany,29,Under 30,1,7,Loyal (5+ yr),3,1,1 Product,1,712,147199.07,84932.4,Female,1,1,Active,Has Credit Card,0,Retained
15685243,France,63,60+,4,10,Loyal (5+ yr),3,2,2 Products,2,736,0.0,502.7,Female,0,1,Active,No Credit Card,0,Retained
15685245,Spain,56,45-60,3,5,Established (1-5 yr),2,2,2 Products,2,608,0.0,153810.41,Female,0,1,Active,No Credit Card,0,Retained
15685279,Spain,57,45-60,3,8,Loyal (5+ yr),3,1,1 Product,1,511,122950.31,181258.76,Female,1,1,Active,Has Credit Card,0,Retained
15685290,Germany,46,45-60,3,5,Established (1-5 yr),2,2,2 Products,2,595,142360.62,48421.4,Male,1,0,Inactive,Has Credit Card,1,Churned
15685300,France,35,30-45,2,6,Loyal (5+ yr),3,2,2 Products,2,603,128993.76,130483.56,Male,1,0,Inactive,Has Credit Card,0,Retained
15685309,France,35,30-45,2,7,Loyal (5+ yr),3,1,1 Product,1,669,0.0,49108.23,Female,1,1,Active,Has Credit Card,1,Churned
15685314,France,28,Under 30,1,2,Established (1-5 yr),2,2,2 Products,2,850,0.0,38773.74,Female,1,1,Active,Has Credit Card,0,Retained
15685320,France,36,30-45,2,3,Established (1-5 yr),2,1,1 Product,1,767,139180.2,123880.19,Male,0,0,Inactive,No Credit Card,0,Retained
15685329,France,63,60+,4,1,Established (1-5 yr),2,1,1 Product,1,531,114715.71,24506.95,Female,0,1,Active,No Credit Card,1,Churned
15685346,Spain,26,Under 30,1,4,Established (1-5 yr),2,1,1 Product,1,736,135889.13,165692.03,Female,1,1,Active,Has Credit Card,0,Retained
15685357,Spain,36,30-45,2,8,Loyal (5+ yr),3,1,1 Product,1,750,112940.07,9855.81,Female,0,1,Active,No Credit Card,0,Retained
15685372,Spain,54,45-60,3,1,Established (1-5 yr),2,1,1 Product,1,350,152677.48,191973.49,Male,1,1,Active,Has Credit Card,1,Churned
15685476,France,31,30-45,2,5,Established (1-5 yr),2,1,1 Product,1,658,100082.14,49809.88,Male,0,1,Active,No Credit Card,0,Retained
15685500,Germany,26,Under 30,1,7,Loyal (5+ yr),3,2,2 Products,2,772,152400.51,79414.0,Male,1,0,Inactive,Has Credit Card,0,Retained
15685536,France,34,30-45,2,5,Established (1-5 yr),2,2,2 Products,2,552,0.0,1351.41,Female,1,1,Active,Has Credit Card,0,Retained
15685564,Spain,35,30-45,2,5,Established (1-5 yr),2,1,1 Product,1,748,105492.53,150057.2,Male,1,1,Active,Has Credit Card,0,Retained
15685576,Spain,36,30-45,2,6,Loyal (5+ yr),3,2,2 Products,2,527,0.0,102280.29,Female,1,1,Active,Has Credit Card,0,Retained
15685628,Spain,35,30-45,2,2,Established (1-5 yr),2,2,2 Products,2,670,124268.64,84321.03,Male,0,1,Active,No Credit Card,0,Retained
15685640,France,41,30-45,2,3,Established (1-5 yr),2,1,1 Product,1,649,130931.83,144808.37,Female,1,1,Active,Has Credit Card,0,Retained
15685653,Germany,40,30-45,2,3,Established (1-5 yr),2,2,2 Products,2,585,162261.01,137028.51,Female,1,0,Inactive,Has Credit Card,0,Retained
15685654,Spain,66,60+,4,9,Loyal (5+ yr),3,2,2 Products,2,514,0.0,14234.31,Male,1,1,Active,Has Credit Card,0,Retained
15685706,France,40,30-45,2,7,Loyal (5+ yr),3,1,1 Product,1,731,118991.79,156048.64,Female,1,1,Active,Has Credit Card,0,Retained
15685805,Spain,35,30-45,2,6,Loyal (5+ yr),3,2,2 Products,2,673,0.0,98618.79,Female,1,0,Inactive,Has Credit Card,0,Retained
15685826,France,30,30-45,2,7,Loyal (5+ yr),3,1,1 Product,1,563,90727.79,122268.75,Male,1,0,Inactive,Has Credit Card,0,Retained
15685829,France,37,30-45,2,3,Established (1-5 yr),2,2,2 Products,2,551,0.0,50578.4,Male,1,1,Active,Has Credit Card,0,Retained
15685844,Germany,35,30-45,2,8,Loyal (5+ yr),3,1,1 Product,1,518,141665.63,192776.64,Female,0,1,Active,No Credit Card,0,Retained
15685872,France,29,Under 30,1,1,Established (1-5 yr),2,1,1 Product,1,727,146652.01,173486.39,Female,1,1,Active,Has Credit Card,0,Retained
15685920,Spain,34,30-45,2,2,Established (1-5 yr),2,1,1 Product,1,599,101506.66,198030.24,Male,0,0,Inactive,No Credit Card,0,Retained
15685947,Germany,42,30-45,2,0,New (< 1 yr),1,2,2 Products,2,556,115915.53,125435.47,Male,0,1,Active,No Credit Card,1,Churned
15685997,Spain,39,30-45,2,5,Established (1-5 yr),2,2,2 Products,2,838,166733.92,14279.44,Female,1,0,Inactive,Has Credit Card,0,Retained
15686060,Germany,43,30-45,2,9,Loyal (5+ yr),3,1,1 Product,1,670,111677.88,178827.3,Male,1,0,Inactive,Has Credit Card,1,Churned
15686099,Spain,61,60+,4,1,Established (1-5 yr),2,1,1 Product,1,563,82182.1,106826.92,Male,1,0,Inactive,Has Credit Card,1,Churned
15686137,Spain,32,30-45,2,9,Loyal (5+ yr),3,1,1 Product,1,456,147506.25,135399.21,Male,1,1,Active,Has Credit Card,0,Retained
15686164,Germany,31,30-45,2,1,Established (1-5 yr),2,1,1 Product,1,850,108822.4,132173.31,Female,1,1,Active,Has Credit Card,0,Retained
15686219,France,38,30-45,2,4,Established (1-5 yr),2,2,2 Products,2,611,71018.6,2444.29,Male,1,0,Inactive,Has Credit Card,0,Retained
15686236,Germany,47,45-60,3,1,Established (1-5 yr),2,1,1 Product,1,525,118087.68,88120.78,Female,1,0,Inactive,Has Credit Card,1,Churned
15686242,France,57,45-60,3,4,Established (1-5 yr),2,1,1 Product,1,771,0.0,85876.67,Female,0,0,Inactive,No Credit Card,1,Churned
15686255,Germany,35,30-45,2,6,Loyal (5+ yr),3,1,1 Product,1,738,101744.84,85185.44,Male,0,0,Inactive,No Credit Card,0,Retained
15686302,Spain,31,30-45,2,3,Established (1-5 yr),2,1,1 Product,1,745,124328.84,140451.52,Female,1,1,Active,Has Credit Card,0,Retained
15686345,Spain,34,30-45,2,9,Loyal (5+ yr),3,2,2 Products,2,828,0.0,81853.98,Male,1,1,Active,Has Credit Card,0,Retained
15686436,Spain,32,30-45,2,4,Established (1-5 yr),2,2,2 Products,2,523,0.0,167848.02,Male,1,0,Inactive,Has Credit Card,0,Retained
15686461,France,56,45-60,3,7,Loyal (5+ yr),3,2,2 Products,2,558,121235.05,116253.1,Female,1,1,Active,Has Credit Card,0,Retained
15686463,France,38,30-45,2,7,Loyal (5+ yr),3,1,1 Product,1,626,141074.59,52795.56,Male,1,0,Inactive,Has Credit Card,1,Churned
15686538,France,41,30-45,2,7,Loyal (5+ yr),3,2,2 Products,2,522,0.0,176780.39,Female,0,1,Active,No Credit Card,0,Retained
15686588,France,28,Under 30,1,2,Established (1-5 yr),2,1,1 Product,1,777,134571.5,118313.38,Female,0,1,Active,No Credit Card,0,Retained
15686611,France,30,30-45,2,10,Loyal (5+ yr),3,1,1 Product,1,495,129755.99,172749.65,Male,0,0,Inactive,No Credit Card,0,Retained
15686670,France,36,30-45,2,2,Established (1-5 yr),2,2,2 Products,2,588,0.0,92536.0,Female,1,0,Inactive,Has Credit Card,1,Churned
15686696,France,37,30-45,2,6,Loyal (5+ yr),3,2,2 Products,2,817,81070.34,80985.88,Female,1,0,Inactive,Has Credit Card,0,Retained
15686718,Germany,37,30-45,2,9,Loyal (5+ yr),3,1,1 Product,1,802,115569.21,119782.89,Male,0,1,Active,No Credit Card,0,Retained
15686743,Spain,29,Under 30,1,3,Established (1-5 yr),2,2,2 Products,2,790,46057.96,189777.66,Male,1,1,Active,Has Credit Card,0,Retained
15686776,France,32,30-45,2,6,Loyal (5+ yr),3,2,2 Products,2,557,184686.41,14956.44,Female,1,0,Inactive,Has Credit Card,0,Retained
15686780,Spain,55,45-60,3,1,Established (1-5 yr),2,1,1 Product,1,645,133676.65,17095.49,Female,0,1,Active,No Credit Card,0,Retained
15686812,Spain,44,30-45,2,8,Loyal (5+ yr),3,1,1 Product,1,692,0.0,159069.37,Female,0,1,Active,No Credit Card,0,Retained
15686835,Germany,57,45-60,3,9,Loyal (5+ yr),3,1,1 Product,1,738,148384.64,155047.11,Female,0,0,Inactive,No Credit Card,1,Churned
15686870,Germany,36,30-45,2,8,Loyal (5+ yr),3,2,2 Products,2,761,108239.11,99444.02,Male,0,0,Inactive,No Credit Card,0,Retained
15686885,Germany,44,30-45,2,3,Established (1-5 yr),2,2,2 Products,2,777,124655.59,79792.3,Male,0,1,Active,No Credit Card,0,Retained
15686909,Germany,27,Under 30,1,3,Established (1-5 yr),2,1,1 Product,1,639,150795.81,85208.93,Male,0,1,Active,No Credit Card,0,Retained
15686913,France,38,30-45,2,0,New (< 1 yr),1,1,1 Product,1,757,0.0,83263.06,Male,1,0,Inactive,Has Credit Card,0,Retained
15686917,Spain,40,30-45,2,4,Established (1-5 yr),2,2,2 Products,2,789,0.0,137402.27,Female,1,0,Inactive,Has Credit Card,0,Retained
15686936,France,37,30-45,2,5,Established (1-5 yr),2,1,1 Product,1,676,89634.69,169583.18,Female,1,1,Active,Has Credit Card,1,Churned
15686941,Spain,26,Under 30,1,7,Loyal (5+ yr),3,2,2 Products,2,575,0.0,112507.63,Female,1,0,Inactive,Has Credit Card,0,Retained
15686957,Germany,35,30-45,2,2,Established (1-5 yr),2,2,2 Products,2,553,158584.28,43640.16,Male,1,0,Inactive,Has Credit Card,0,Retained
15686963,Spain,30,30-45,2,3,Established (1-5 yr),2,1,1 Product,1,680,0.0,160131.58,Female,1,0,Inactive,Has Credit Card,0,Retained
15686964,France,34,30-45,2,10,Loyal (5+ yr),3,1,1 Product,1,675,84944.58,146230.63,Female,0,0,Inactive,No Credit Card,0,Retained
15686974,France,48,45-60,3,4,Established (1-5 yr),2,1,1 Product,1,751,0.0,30165.06,Female,0,1,Active,No Credit Card,1,Churned
15686983,Germany,25,Under 30,1,10,Loyal (5+ yr),3,2,2 Products,2,678,76968.12,131501.72,Female,0,1,Active,No Credit Card,0,Retained
15686999,France,40,30-45,2,8,Loyal (5+ yr),3,2,2 Products,2,556,0.0,62112.7,Female,1,0,Inactive,Has Credit Card,0,Retained
15687001,Germany,54,45-60,3,1,Established (1-5 yr),2,1,1 Product,1,596,123544.0,120314.75,Male,1,1,Active,Has Credit Card,1,Churned
15687079,Spain,69,60+,4,10,Loyal (5+ yr),3,1,1 Product,1,646,115462.44,40421.87,Male,1,0,Inactive,Has Credit Card,0,Retained
15687094,Germany,28,Under 30,1,9,Loyal (5+ yr),3,2,2 Products,2,717,82498.14,40437.67,Female,0,0,Inactive,No Credit Card,0,Retained
15687130,France,43,30-45,2,0,New (< 1 yr),1,1,1 Product,1,686,0.0,170072.9,Female,1,1,Active,Has Credit Card,0,Retained
15687153,Germany,49,45-60,3,8,Loyal (5+ yr),3,1,1 Product,1,850,98649.55,119174.88,Male,1,0,Inactive,Has Credit Card,1,Churned
15687162,France,51,45-60,3,9,Loyal (5+ yr),3,1,1 Product,1,461,119889.84,56767.67,Male,0,0,Inactive,No Credit Card,1,Churned
15687171,Spain,34,30-45,2,5,Established (1-5 yr),2,1,1 Product,1,638,146679.77,102179.86,Male,1,0,Inactive,Has Credit Card,0,Retained
15687218,France,27,Under 30,1,4,Established (1-5 yr),2,1,1 Product,1,674,79144.34,50743.83,Female,0,1,Active,No Credit Card,0,Retained
15687270,Spain,61,60+,4,8,Loyal (5+ yr),3,2,2 Products,2,491,0.0,139861.53,Female,0,1,Active,No Credit Card,0,Retained
15687310,Spain,39,30-45,2,9,Loyal (5+ yr),3,2,2 Products,2,783,0.0,143752.77,Male,1,0,Inactive,Has Credit Card,0,Retained
15687329,Germany,32,30-45,2,1,Established (1-5 yr),2,2,2 Products,2,763,108465.65,60552.44,Female,1,0,Inactive,Has Credit Card,1,Churned
15687363,France,31,30-45,2,3,Established (1-5 yr),2,2,2 Products,2,770,155047.56,186064.34,Male,1,1,Active,Has Credit Card,0,Retained
15687372,Germany,49,45-60,3,8,Loyal (5+ yr),3,2,2 Products,2,547,121537.71,46521.45,Male,1,0,Inactive,Has Credit Card,1,Churned
15687385,France,41,30-45,2,5,Established (1-5 yr),2,1,1 Product,1,484,0.0,74267.35,Male,1,1,Active,Has Credit Card,0,Retained
15687413,Spain,38,30-45,2,6,Loyal (5+ yr),3,2,2 Products,2,619,0.0,117616.29,Female,1,1,Active,Has Credit Card,0,Retained
15687421,Spain,67,60+,4,9,Loyal (5+ yr),3,1,1 Product,1,559,125919.35,175910.95,Male,1,0,Inactive,Has Credit Card,1,Churned
15687431,France,41,30-45,2,7,Loyal (5+ yr),3,1,1 Product,1,642,115171.71,37674.47,Female,1,1,Active,Has Credit Card,0,Retained
15687477,Germany,28,Under 30,1,5,Established (1-5 yr),2,1,1 Product,1,594,185013.02,16481.12,Male,1,0,Inactive,Has Credit Card,0,Retained
15687491,Germany,45,30-45,2,9,Loyal (5+ yr),3,1,1 Product,1,817,101207.75,88211.12,Male,0,0,Inactive,No Credit Card,1,Churned
15687492,Germany,32,30-45,2,3,Established (1-5 yr),2,2,2 Products,2,596,96709.07,41788.37,Male,0,0,Inactive,No Credit Card,0,Retained
15687527,Spain,35,30-45,2,1,Established (1-5 yr),2,2,2 Products,2,638,0.0,165370.66,Male,1,0,Inactive,Has Credit Card,0,Retained
15687540,France,32,30-45,2,9,Loyal (5+ yr),3,2,2 Products,2,684,100249.41,67599.69,Male,0,1,Active,No Credit Card,0,Retained
15687558,Germany,31,30-45,2,10,Loyal (5+ yr),3,1,1 Product,1,640,118613.34,168469.65,Female,1,0,Inactive,Has Credit Card,0,Retained
15687607,France,30,30-45,2,9,Loyal (5+ yr),3,1,1 Product,1,605,135422.31,186418.85,Female,0,1,Active,No Credit Card,0,Retained
15687626,France,39,30-45,2,4,Established (1-5 yr),2,2,2 Products,2,527,0.0,167183.07,Male,1,0,Inactive,Has Credit Card,1,Churned
15687634,Germany,49,45-60,3,5,Established (1-5 yr),2,1,1 Product,1,561,94754.0,26691.31,Male,1,1,Active,Has Credit Card,0,Retained
15687648,France,28,Under 30,1,1,Established (1-5 yr),2,2,2 Products,2,691,0.0,92865.41,Male,0,0,Inactive,No Credit Card,0,Retained
15687658,France,52,45-60,3,7,Loyal (5+ yr),3,2,2 Products,2,716,65971.61,14608.0,Female,1,0,Inactive,Has Credit Card,1,Churned
15687688,Germany,32,30-45,2,10,Loyal (5+ yr),3,2,2 Products,2,564,139875.2,15378.23,Female,1,0,Inactive,Has Credit Card,0,Retained
15687719,Spain,37,30-45,2,5,Established (1-5 yr),2,2,2 Products,2,532,0.0,6761.84,Female,0,1,Active,No Credit Card,0,Retained
15687738,France,38,30-45,2,8,Loyal (5+ yr),3,2,2 Products,2,535,0.0,136620.64,Female,1,0,Inactive,Has Credit Card,0,Retained
15687752,France,30,30-45,2,2,Established (1-5 yr),2,2,2 Products,2,641,87505.47,7278.57,Male,0,1,Active,No Credit Card,0,Retained
15687765,Germany,42,30-45,2,4,Established (1-5 yr),2,1,1 Product,1,538,80380.24,119216.46,Female,1,0,Inactive,Has Credit Card,0,Retained
15687828,Spain,31,30-45,2,5,Established (1-5 yr),2,1,1 Product,1,644,86006.3,73922.95,Female,1,1,Active,Has Credit Card,0,Retained
15687852,France,30,30-45,2,2,Established (1-5 yr),2,1,1 Product,1,611,104145.65,159629.64,Male,0,0,Inactive,No Credit Card,0,Retained
15687884,France,37,30-45,2,3,Established (1-5 yr),2,1,1 Product,1,677,88363.03,117946.3,Male,0,1,Active,No Credit Card,0,Retained
15687903,France,29,Under 30,1,8,Loyal (5+ yr),3,2,2 Products,2,501,0.0,112664.24,Female,1,0,Inactive,Has Credit Card,0,Retained
15687913,Germany,34,30-45,2,7,Loyal (5+ yr),3,1,1 Product,1,501,93244.42,199805.63,Female,0,1,Active,No Credit Card,0,Retained
15687946,France,61,60+,4,2,Established (1-5 yr),2,1,1 Product,1,556,117419.35,94153.83,Female,1,1,Active,Has Credit Card,0,Retained
15687959,Spain,44,30-45,2,4,Established (1-5 yr),2,1,1 Product,1,573,0.0,94862.93,Female,1,1,Active,Has Credit Card,0,Retained
15688007,Spain,20,Under 30,1,3,Established (1-5 yr),2,1,1 Product,1,703,165260.98,41626.78,Male,1,1,Active,Has Credit Card,0,Retained
15688059,Germany,42,30-45,2,9,Loyal (5+ yr),3,2,2 Products,2,807,105356.09,130489.37,Female,1,1,Active,Has Credit Card,0,Retained
15688071,Spain,53,45-60,3,10,Loyal (5+ yr),3,1,1 Product,1,609,0.0,154642.91,Male,1,1,Active,Has Credit Card,0,Retained
15688074,Germany,31,30-45,2,1,Established (1-5 yr),2,1,1 Product,1,802,125013.72,187658.09,Male,1,1,Active,Has Credit Card,0,Retained
15688085,Spain,28,Under 30,1,3,Established (1-5 yr),2,1,1 Product,1,627,157597.61,34097.22,Female,0,1,Active,No Credit Card,0,Retained
15688128,Spain,34,30-45,2,8,Loyal (5+ yr),3,1,1 Product,1,542,108653.93,144725.14,Male,0,1,Active,No Credit Card,0,Retained
15688157,Germany,39,30-45,2,2,Established (1-5 yr),2,2,2 Products,2,683,47685.47,86019.48,Female,1,1,Active,Has Credit Card,0,Retained
15688172,Spain,40,30-45,2,5,Established (1-5 yr),2,2,2 Products,2,677,0.0,88947.56,Male,1,0,Inactive,Has Credit Card,0,Retained
15688193,France,36,30-45,2,3,Established (1-5 yr),2,1,1 Product,1,468,61636.97,107787.42,Male,0,0,Inactive,No Credit Card,0,Retained
15688210,France,39,30-45,2,8,Loyal (5+ yr),3,1,1 Product,1,670,101928.51,89205.54,Female,0,0,Inactive,No Credit Card,0,Retained
15688251,France,43,30-45,2,1,Established (1-5 yr),2,2,2 Products,2,767,76408.85,77837.63,Male,1,0,Inactive,Has Credit Card,0,Retained
15688264,France,43,30-45,2,0,New (< 1 yr),1,2,2 Products,2,629,0.0,41263.69,Female,1,1,Active,Has Credit Card,0,Retained
15688337,France,40,30-45,2,9,Loyal (5+ yr),3,1,1 Product,1,721,118129.87,160277.65,Male,1,1,Active,Has Credit Card,0,Retained
15688395,France,29,Under 30,1,4,Established (1-5 yr),2,2,2 Products,2,582,0.0,156153.27,Male,0,0,Inactive,No Credit Card,0,Retained
15688409,France,28,Under 30,1,2,Established (1-5 yr),2,1,1 Product,1,742,191864.51,108457.99,Female,1,0,Inactive,Has Credit Card,1,Churned
15688498,Germany,21,Under 30,1,2,Established (1-5 yr),2,2,2 Products,2,594,87096.82,168186.11,Female,1,0,Inactive,Has Credit Card,0,Retained
15688563,Germany,31,30-45,2,4,Established (1-5 yr),2,2,2 Products,2,694,141989.27,26116.82,Male,1,0,Inactive,Has Credit Card,0,Retained
15688612,France,33,30-45,2,7,Loyal (5+ yr),3,1,1 Product,1,850,140956.99,3510.18,Male,0,0,Inactive,No Credit Card,0,Retained
15688619,Spain,45,30-45,2,3,Established (1-5 yr),2,2,2 Products,2,718,105266.32,193724.51,Male,1,1,Active,Has Credit Card,0,Retained
15688637,France,27,Under 30,1,4,Established (1-5 yr),2,2,2 Products,2,592,0.0,183569.25,Female,1,1,Active,Has Credit Card,0,Retained
15688644,France,31,30-45,2,1,Established (1-5 yr),2,1,1 Product,1,603,129743.75,109145.2,Male,1,0,Inactive,Has Credit Card,0,Retained
15688689,Germany,37,30-45,2,8,Loyal (5+ yr),3,2,2 Products,2,678,149000.91,21472.42,Female,1,1,Active,Has Credit Card,0,Retained
15688691,Germany,51,45-60,3,9,Loyal (5+ yr),3,2,2 Products,2,665,110610.41,1112.76,Female,0,1,Active,No Credit Card,1,Churned
15688713,Spain,44,30-45,2,6,Loyal (5+ yr),3,1,1 Product,1,627,0.0,114469.55,Male,1,1,Active,Has Credit Card,0,Retained
15688760,Germany,37,30-45,2,3,Established (1-5 yr),2,1,1 Product,1,522,95022.57,129107.59,Female,1,1,Active,Has Credit Card,0,Retained
15688849,France,48,45-60,3,1,Established (1-5 yr),2,3,3+ Products,3,609,108019.27,184524.65,Male,1,1,Active,Has Credit Card,1,Churned
15688865,France,35,30-45,2,9,Loyal (5+ yr),3,2,2 Products,2,850,0.0,25329.48,Female,0,0,Inactive,No Credit Card,0,Retained
15688868,France,26,Under 30,1,5,Established (1-5 yr),2,1,1 Product,1,684,87098.91,106095.82,Female,0,0,Inactive,No Credit Card,0,Retained
15688876,Spain,39,30-45,2,9,Loyal (5+ yr),3,2,2 Products,2,685,0.0,18826.06,Male,1,1,Active,Has Credit Card,0,Retained
15688880,Germany,40,30-45,2,10,Loyal (5+ yr),3,1,1 Product,1,672,102980.44,1285.81,Male,1,0,Inactive,Has Credit Card,1,Churned
15688951,Germany,43,30-45,2,8,Loyal (5+ yr),3,2,2 Products,2,789,119654.44,148412.24,Male,0,1,Active,No Credit Card,1,Churned
15688963,France,52,45-60,3,10,Loyal (5+ yr),3,1,1 Product,1,731,0.0,24998.75,Female,1,1,Active,Has Credit Card,1,Churned
15688973,Spain,39,30-45,2,5,Established (1-5 yr),2,2,2 Products,2,598,0.0,83103.46,Female,1,1,Active,Has Credit Card,0,Retained
15688984,France,20,Under 30,1,4,Established (1-5 yr),2,1,1 Product,1,595,95830.43,177738.98,Male,1,0,Inactive,Has Credit Card,0,Retained
15689031,Spain,37,30-45,2,7,Loyal (5+ yr),3,1,1 Product,1,697,168066.87,35450.53,Female,1,0,Inactive,Has Credit Card,0,Retained
15689044,France,37,30-45,2,2,Established (1-5 yr),2,1,1 Product,1,539,127609.59,98646.22,Male,1,0,Inactive,Has Credit Card,0,Retained
15689061,France,68,60+,4,5,Established (1-5 yr),2,2,2 Products,2,611,82547.11,146448.01,Male,1,1,Active,Has Credit Card,0,Retained
15689081,France,29,Under 30,1,4,Established (1-5 yr),2,1,1 Product,1,692,0.0,76755.99,Male,1,0,Inactive,Has Credit Card,1,Churned
15689096,France,47,45-60,3,0,New (< 1 yr),1,1,1 Product,1,590,117879.32,8214.46,Male,1,1,Active,Has Credit Card,0,Retained
15689147,France,40,30-45,2,1,Established (1-5 yr),2,2,2 Products,2,652,0.0,126554.96,Female,1,0,Inactive,Has Credit Card,0,Retained
15689152,Spain,38,30-45,2,3,Established (1-5 yr),2,1,1 Product,1,683,126152.84,15378.75,Male,0,0,Inactive,No Credit Card,0,Retained
15689168,Spain,37,30-45,2,1,Established (1-5 yr),2,2,2 Products,2,531,143407.29,84402.46,Male,0,1,Active,No Credit Card,0,Retained
15689176,France,46,45-60,3,3,Established (1-5 yr),2,2,2 Products,2,663,0.0,176276.1,Male,0,1,Active,No Credit Card,0,Retained
15689201,France,49,45-60,3,1,Established (1-5 yr),2,1,1 Product,1,721,120108.56,183421.76,Female,0,1,Active,No Credit Card,0,Retained
15689237,France,27,Under 30,1,4,Established (1-5 yr),2,2,2 Products,2,471,0.0,122642.09,Female,1,0,Inactive,Has Credit Card,0,Retained
15689268,France,36,30-45,2,9,Loyal (5+ yr),3,1,1 Product,1,584,0.0,105818.51,Male,1,1,Active,Has Credit Card,0,Retained
15689288,France,26,Under 30,1,5,Established (1-5 yr),2,2,2 Products,2,630,0.0,182612.38,Female,1,0,Inactive,Has Credit Card,0,Retained
15689294,Germany,44,30-45,2,3,Established (1-5 yr),2,1,1 Product,1,705,105934.96,82463.69,Male,1,0,Inactive,Has Credit Card,0,Retained
15689322,Spain,31,30-45,2,3,Established (1-5 yr),2,1,1 Product,1,641,153316.14,59927.99,Male,1,0,Inactive,Has Credit Card,0,Retained
